tick,return,percentile
TTGT,0.17876106194690267,0.954776299879081
SBGI,0.17815861063602667,0.9545344619105199
KNSL,0.17795091893672543,0.9542926239419589
AGYS,0.17643951399894342,0.9540507859733979
ZS,0.17511801431399432,0.9538089480048367
JE,0.17403314917127077,0.9535671100362757
WILC,0.17395480225988713,0.9533252720677147
LJPC,0.17288557213930367,0.9530834340991535
WRLD,0.17213684454398015,0.9528415961305925
INWK,0.17014925373134315,0.9525997581620315
ZLAB,0.1694520015546055,0.9523579201934703
SAIC,0.16896410536372342,0.9521160822249093
TTEC,0.16883116883116878,0.9518742442563483
VGZ,0.16798038185321418,0.9516324062877872
APVO,0.1675714285714287,0.9513905683192261
LIQT,0.16710526315789465,0.951148730350665
MOH,0.16694280078895463,0.950906892382104
CKPT,0.1662531017369726,0.9506650544135429
PEI,0.1656243076975512,0.9504232164449818
TGT,0.16533927666047,0.9501813784764208
KURA,0.1647840531561462,0.9499395405078598
IIPR,0.16465578424414473,0.9496977025392986
CATS,0.1641983258209916,0.9494558645707376
COUP,0.16312402496099843,0.9492140266021766
MDCO,0.16240409207161122,0.9489721886336154
PAR,0.1620521172638436,0.9487303506650544
ITRI,0.16155934833204033,0.9484885126964934
QUOT,0.16111707841031153,0.9482466747279323
ESPR,0.16003743565746364,0.9480048367593712
CLIR,0.1589403973509933,0.9477629987908102
SRT,0.15859030837004418,0.9475211608222491
DQ,0.1577145866245393,0.947279322853688
AEM,0.1573526739824629,0.947037484885127
RGEN,0.1571102661596957,0.9467956469165659
EMMS,0.15642458100558643,0.9465538089480048
HALL,0.15555555555555545,0.9463119709794438
CME,0.15523801225639677,0.9460701330108827
DCO,0.15375031148766505,0.9458282950423217
NODK,0.15360696517412942,0.9455864570737605
CPIX,0.15327102803738324,0.9453446191051995
EVBG,0.15308641975308634,0.9451027811366385
CRVL,0.15304543536362347,0.9448609431680773
VG,0.1524573721163489,0.9446191051995163
MKTX,0.15178833835552874,0.9443772672309553
WMS,0.1513677134208622,0.9441354292623942
BWEN,0.15135135135135114,0.9438935912938331
ELP,0.15061963775023823,0.9436517533252721
SAFE,0.15020080321285145,0.943409915356711
MKGI,0.14996153846153848,0.9431680773881499
PVBC,0.14915966386554635,0.9429262394195889
AKTS,0.14808917197452232,0.9426844014510278
RACE,0.14770281303347432,0.9424425634824668
RGLD,0.14767156862745123,0.9422007255139057
LPLA,0.1472156261761195,0.9419588875453446
CMPR,0.14685314685314688,0.9417170495767836
QRHC,0.14545454545454528,0.9414752116082225
KRO,0.145379371996871,0.9412333736396614
NEPT,0.14519906323185006,0.9409915356711004
KGC,0.14426229508196742,0.9407496977025392
CXW,0.1441658630665381,0.9405078597339782
MAXR,0.14367816091954033,0.9402660217654172
CODI,0.14311814859926897,0.9400241837968561
FICO,0.143045871559633,0.939782345828295
AG,0.1428571428571428,0.9394195888754534
HRTG,0.1428571428571428,0.9394195888754534
CASY,0.14219309609083286,0.9390568319226118
DRNA,0.1413902053712479,0.9388149939540508
HSIC,0.14115023100207091,0.9385731559854897
ARMK,0.1410222487905426,0.9383313180169287
AUG,0.139240506329114,0.9380894800483676
SNDX,0.13913043478260878,0.9378476420798065
TIPT,0.13908872901678637,0.9376058041112455
ARD,0.13868742000500212,0.9373639661426844
BLDP,0.13864306784660752,0.9371221281741233
UAA,0.1384750219106048,0.9368802902055623
HNRG,0.13793103448275867,0.9366384522370013
AMD,0.1375044185224461,0.9363966142684401
SWM,0.1374255642790394,0.9361547762998791
EBR,0.13700896274166086,0.9359129383313181
APLS,0.1369206180074587,0.9356711003627569
AIRT,0.136813186813187,0.9354292623941959
RETA,0.13636363636363646,0.9351874244256349
RELV,0.1363376022360192,0.9349455864570737
JSYN,0.13567839195979925,0.9347037484885127
CHDN,0.13470885824818968,0.9344619105199516
RNR,0.13444351572043978,0.9342200725513906
SFLY,0.13439533318375596,0.9339782345828295
NCR,0.13437057991513424,0.9337363966142684
HSY,0.1341872697284745,0.9334945586457074
RMD,0.13414680431152282,0.9332527206771463
MAG,0.13390010626992566,0.9330108827085852
TACT,0.13332182022277883,0.9327690447400242
MSI,0.1331928345626976,0.9325272067714632
PED,0.13265306122448983,0.932285368802902
MHLD,0.13198324022346375,0.932043530834341
UFPT,0.13191489361702113,0.93180169286578
AIG,0.1316239316239316,0.9315598548972188
FBM,0.1316176470588235,0.9313180169286578
HWBK,0.1315441251314764,0.9310761789600968
FLKS,0.1301787592008412,0.9308343409915357
ICAD,0.13011828935395808,0.9305925030229746
VER,0.12876052948255112,0.9303506650544136
COO,0.1282968261063926,0.9301088270858525
CSU,0.12787723785166238,0.9298669891172914
SEAC,0.1278195488721805,0.9296251511487303
COE,0.1271186440677965,0.9293833131801693
KPTI,0.12655601659751015,0.9291414752116082
BPMC,0.12607786778155194,0.9288996372430471
CSPI,0.12558413935507917,0.9286577992744861
GNE,0.12525772595431417,0.9284159613059251
AJRD,0.12407356574252004,0.9281741233373639
PRTY,0.1236476043276662,0.9279322853688029
BR,0.12358974358974373,0.9276904474002419
GEO,0.12349252291365165,0.9274486094316807
CYTK,0.1230769230769233,0.9272067714631197
SKY,0.1230697239120262,0.9269649334945587
OPNT,0.1223591549295775,0.9267230955259976
PINC,0.12232142857142847,0.9264812575574365
EMCI,0.122300450419496,0.9262394195888755
KMPH,0.12213740458015265,0.9259975816203144
DNBF,0.12160581305910245,0.9257557436517533
CLGN,0.1215686274509804,0.9255139056831923
UVV,0.12145289443813856,0.9252720677146312
IDT,0.12066574202496527,0.9250302297460702
CPRT,0.12061732094695854,0.924788391777509
FLY,0.1205387205387205,0.924546553808948
LGL,0.12050260157201387,0.924304715840387
BYFC,0.11999999999999988,0.9240628778718258
JACK,0.11991851339174953,0.9238210399032648
OBCI,0.11985882991719832,0.9235792019347038
CPB,0.11922975468214192,0.9233373639661426
SFE,0.11769911504424768,0.9230955259975816
VVV,0.11761544213871744,0.9228536880290206
VCYT,0.11750103434009107,0.9226118500604595
STRA,0.11738566932049621,0.9223700120918984
VIV,0.11728931364031281,0.9221281741233374
DISH,0.11696428571428563,0.9218863361547763
TNDM,0.11647546207775639,0.9216444981862152
RILY,0.11608326352289944,0.9214026602176542
CCF,0.11597397145256094,0.9211608222490931
CCOI,0.11536402914219601,0.9209189842805321
AMPE,0.11492805755395685,0.920677146311971
CTLT,0.11481314723097702,0.9204353083434099
WPM,0.11434955795200641,0.9201934703748489
QNST,0.1142659279778393,0.9199516324062877
MRLN,0.11417677377325597,0.9197097944377267
DOX,0.11374840241007855,0.9194679564691657
ABC,0.11370834355123982,0.9192261185006046
BLL,0.11273361558228023,0.9189842805320435
CHKE,0.11272515979081921,0.9187424425634825
IRCP,0.11259733333333344,0.9185006045949214
UFCS,0.11247032747200625,0.9182587666263603
OSIS,0.11156408471711265,0.9180169286577993
BLD,0.11137146795313568,0.9177750906892382
MYND,0.11111111111111116,0.9175332527206771
SERV,0.11106548963251894,0.9172914147521161
SBAC,0.11097507223664227,0.917049576783555
NAKD,0.1107037724001001,0.916807738814994
CHRS,0.11035337879727214,0.9165659008464329
GPRK,0.10950819672131162,0.9163240628778718
SEAS,0.10936329588014981,0.9160822249093108
FTK,0.10919540229885061,0.9158403869407497
OUT,0.10893813656856532,0.9155985489721886
CNNE,0.10848678943154533,0.9153567110036276
CUE,0.10824742268041243,0.9151148730350666
HCKT,0.10810810810810811,0.9148730350665054
AIZ,0.10798926425634514,0.9146311970979444
INT,0.10797864878045527,0.9143893591293834
THM,0.10684580934101096,0.9141475211608222
BSX,0.10599078341013812,0.9139056831922612
ZIXI,0.10571081409477512,0.9136638452237001
CABO,0.10567899826007587,0.9134220072551391
SPWR,0.10555555555555562,0.913180169286578
MNST,0.10501810657009814,0.9129383313180169
XRAY,0.1048543689320387,0.9126964933494559
EXAS,0.10457452041318249,0.9124546553808948
WELL,0.10422860364139086,0.9122128174123337
ICCC,0.10400174426405462,0.9119709794437727
CSWI,0.10378619740386319,0.9117291414752116
AUTO,0.10377358490566024,0.9114873035066505
WCG,0.10363153232949496,0.9112454655380895
BIOS,0.10362694300518127,0.9110036275695285
ENTA,0.10359995369834474,0.9107617896009673
IRT,0.1034155597722961,0.9105199516324063
CMTL,0.1033613445378152,0.9102781136638453
CIEN,0.10282051282051285,0.9100362756952841
WLKP,0.10279513199234414,0.9097944377267231
AWK,0.10277081881369021,0.909552599758162
DZSI,0.10258620689655173,0.909310761789601
PTCT,0.10246120920278212,0.9090689238210399
DNKN,0.10244715136286686,0.9088270858524788
RVSB,0.10225763612217809,0.9085852478839178
COHU,0.10209601081812036,0.9083434099153567
ROLL,0.10167412325010816,0.9081015719467956
OLED,0.1015325670498084,0.9078597339782346
TORC,0.10148514851485158,0.9076178960096735
PRPL,0.10139860139860146,0.9073760580411124
GOLD,0.10127211768291722,0.9071342200725514
FDS,0.10101559732533816,0.9068923821039904
SC,0.10094858938013851,0.9066505441354292
EEFT,0.10002699784017266,0.9064087061668682
POL,0.10000000000000009,0.9061668681983072
EVC,0.09963099630996308,0.905925030229746
GPN,0.0995635003117854,0.905683192261185
FNV,0.09939802002795917,0.905441354292624
AHH,0.09928617780661919,0.9051995163240629
CMD,0.09892033848847359,0.9049576783555018
REV,0.0985786336542871,0.9047158403869408
LAZY,0.09782608695652173,0.9044740024183797
SALM,0.0976744186046512,0.9042321644498186
IRS,0.09766925638179802,0.9039903264812575
AMTX,0.09756097560975618,0.9037484885126965
GNTY,0.09749103942652337,0.9035066505441355
GNRC,0.09739130434782606,0.9032648125755743
SITE,0.09738518270197782,0.9030229746070133
SPNS,0.09714673913043459,0.9027811366384523
TLRA,0.09708737864077666,0.9025392986698911
AMT,0.09699170124481316,0.9022974607013301
MHK,0.09695943458735168,0.9020556227327691
GLT,0.09690177982860915,0.9018137847642079
BBW,0.09689213893967108,0.9015719467956469
SGC,0.09656369983596602,0.9013301088270859
GWR,0.09647641562535192,0.9010882708585248
FSV,0.09647516594186323,0.9008464328899637
MCK,0.09633192631131182,0.9006045949214027
CEPU,0.09631391200951245,0.9003627569528416
MAMS,0.09624080756406173,0.9001209189842805
CASH,0.09605199616837012,0.8998790810157195
WTM,0.0955369897407039,0.8996372430471584
SSRM,0.09553571428571428,0.8993954050785974
TSN,0.09550813570976602,0.8991535671100362
EE,0.09505448449287512,0.8989117291414752
INVH,0.09498830713264894,0.8986698911729142
AAXN,0.09477124183006524,0.898428053204353
MERC,0.0945273631840795,0.898186215235792
BHVN,0.09450472523626186,0.897944377267231
CUB,0.09432299012693934,0.8977025392986699
SA,0.09430604982206403,0.8974607013301088
AYX,0.09428032683846643,0.8972188633615478
MDT,0.09412160646174561,0.8969770253929867
IDXX,0.09371131468185201,0.8967351874244256
NGL,0.0936239516583206,0.8964933494558646
IFF,0.09340064911648027,0.8962515114873035
CMCT,0.09333333333333327,0.8960096735187424
ESLT,0.09327228203381965,0.8957678355501814
SCI,0.09254807692307687,0.8955259975816203
HXL,0.09241203899957617,0.8952841596130593
CSGP,0.09239357990230279,0.8950423216444982
DG,0.09155099093316221,0.8948004836759371
LM,0.09096313912009513,0.8945586457073761
MCY,0.09091837348683618,0.894316807738815
PMTS,0.09064365150929632,0.8940749697702539
TTWO,0.0905898876404494,0.8938331318016929
BLBD,0.09028571428571408,0.8935912938331319
PSB,0.08965863324626544,0.8933494558645707
BKI,0.08955765047135622,0.8931076178960097
VYGR,0.0893518518518519,0.8928657799274486
CCI,0.08917197452229297,0.8926239419588875
ZIOP,0.08908685968819596,0.8923821039903265
DECK,0.08899001390468975,0.8921402660217654
ANDX,0.08895367353438344,0.8918984280532044
HMST,0.08884955752212398,0.8916565900846433
AY,0.08884369264348435,0.8914147521160822
EQIX,0.08871726034148453,0.8911729141475212
CAE,0.0886615515771525,0.8909310761789601
OMAB,0.08820065358392903,0.890689238210399
PNM,0.08805031446540879,0.890447400241838
TNET,0.08792775665399244,0.8902055622732769
AFL,0.08781973958739675,0.8899637243047158
BKH,0.0877474877912332,0.8897218863361548
BIOC,0.08766666666666656,0.8894800483675938
AWI,0.08760179792381506,0.8892382103990326
NG,0.08717948717948731,0.8889963724304716
GLPG,0.08715960165682568,0.8887545344619106
SCKT,0.08624454148471616,0.8885126964933494
MSEX,0.0862410651068628,0.8882708585247884
NVS,0.08604906627608933,0.8880290205562273
BEP,0.08597987058739864,0.8877871825876663
BX,0.08592367955521851,0.8875453446191052
FLO,0.0858048364260331,0.8873035066505441
OLP,0.08527954706298657,0.8870616686819831
WAGE,0.08492699979436558,0.886819830713422
MMAC,0.08490566037735836,0.8865779927448609
ILMN,0.08462055070517116,0.8863361547762999
TWLO,0.08450810974685474,0.8860943168077389
MUX,0.08450704225352124,0.8858524788391777
MGM,0.0844033823989978,0.8856106408706167
WLFC,0.08438133874239351,0.8853688029020557
CLGX,0.08418685985510854,0.8851269649334945
CRESY,0.08409321175278617,0.8848851269649335
RELX,0.08378136200716857,0.8846432889963725
SATS,0.08367294956698945,0.8844014510278113
LDOS,0.08353841946951057,0.8841596130592503
CCS,0.08323471400394467,0.8839177750906893
CHGG,0.08307778087538353,0.8836759371221282
ENSG,0.08267716535433078,0.8834340991535671
LMRK,0.08225696804894622,0.883192261185006
WEC,0.08214908369130192,0.882950423216445
NBIX,0.0818334843972548,0.8827085852478839
BPMP,0.08173418621179818,0.8824667472793228
ITGR,0.08166089965397938,0.8822249093107618
STE,0.08164567539235201,0.8819830713422008
WMT,0.08153772759799627,0.8817412333736396
CBOE,0.08120263464084898,0.8814993954050786
CCLP,0.08116883116883122,0.8812575574365176
KAR,0.08115188883066904,0.8810157194679564
ASR,0.08078818362051932,0.8807738814993954
TFSL,0.08073472874839815,0.8805320435308344
CRSP,0.08068520357497522,0.8802902055622733
DY,0.08064516129032273,0.8800483675937122
ORA,0.08064270167607046,0.8798065296251512
PKD,0.08049040511727057,0.8795646916565901
ZTS,0.08036839554047503,0.879322853688029
REVG,0.08032128514056236,0.879081015719468
ECL,0.08029513888888906,0.8788391777509069
WM,0.08014003216955246,0.8785973397823458
SIGI,0.08011901884273165,0.8783555018137847
CIGI,0.08003888528839909,0.8781136638452237
GSV,0.08000000000000007,0.8778718258766627
WMGI,0.07962213225371118,0.8776299879081015
KMB,0.079443766926939,0.8773881499395405
DMRC,0.07929883138564264,0.8771463119709795
UAMY,0.07924528301886768,0.8769044740024183
OLN,0.079224680293142,0.8766626360338573
ARE,0.07862617087709345,0.8764207980652963
CORE,0.0786107560301108,0.8761789600967352
NTN,0.07831325301204828,0.8759371221281741
TTEK,0.07820748561599133,0.8756952841596131
FNKO,0.07815631262525047,0.875453446191052
MASI,0.07814134170028364,0.8752116082224909
AEY,0.078125,0.8749697702539299
SFIX,0.07811348563006626,0.8747279322853688
JRVR,0.07775924182020533,0.8744860943168078
ANTM,0.07768866260792229,0.8742442563482467
ES,0.07758893876292072,0.8740024183796856
WTR,0.07717012319871319,0.8737605804111246
SRE,0.07716122886401533,0.8735187424425634
AQN,0.07705934455270169,0.8732769044740024
PLSE,0.07672188317349593,0.8730350665054414
ATR,0.07628318584070803,0.8727932285368802
TACO,0.07626310772163958,0.8725513905683192
KELYA,0.076063383237722,0.8723095525997582
SOHO,0.07577108723654224,0.8720677146311971
CECO,0.07569939659901248,0.871825876662636
TTD,0.07567951678806173,0.871584038694075
HDB,0.07553655264922865,0.8713422007255139
TRI,0.07553544307720927,0.8711003627569528
SBUX,0.07544590868889745,0.8708585247883918
FSTR,0.07541899441340782,0.8706166868198307
YUM,0.07526032670384453,0.8703748488512697
PSA,0.07525400225779788,0.8701330108827086
DENN,0.07451797811360072,0.8698911729141475
PTN,0.07438016528925617,0.8696493349455865
ATNI,0.07414225941422603,0.8694074969770254
CZZ,0.0741049125728559,0.8691656590084643
CWCO,0.07398753894081,0.8689238210399033
USAS,0.07396551724137934,0.8686819830713421
TREX,0.07395993836671799,0.8684401451027811
PGR,0.07371625198517728,0.8681983071342201
NEE,0.0736687399942264,0.867956469165659
NVO,0.07366482504604055,0.8677146311970979
TAT,0.07366132101114431,0.8674727932285369
AWR,0.07350373529495968,0.8672309552599758
MTD,0.07336696760488581,0.8669891172914147
CINF,0.07326732673267333,0.8667472793228537
ARTNA,0.0730637161388783,0.8665054413542926
BRG,0.07297297297297312,0.8662636033857316
ICE,0.07225288509784256,0.8660217654171705
AON,0.0722461468721669,0.8657799274486094
MAA,0.07210002737975718,0.8655380894800484
SWX,0.07196817916132092,0.8652962515114873
TECH,0.0717323927546254,0.8650544135429262
FRPT,0.07149300857013974,0.8648125755743652
CLW,0.07107162687395885,0.8645707376058042
CZR,0.0710382513661203,0.864328899637243
WPC,0.07087905158279728,0.864087061668682
IBA,0.07075609436831032,0.863845223700121
VALE,0.07038834951456319,0.8636033857315598
LYTS,0.06997084548104948,0.8633615477629988
TMQ,0.06995884773662553,0.8631197097944378
BFS,0.0697848456501402,0.8628778718258766
NEXT,0.06972477064220173,0.8626360338573156
FPAY,0.06967963386727694,0.8623941958887545
NXRT,0.06929637526652432,0.8621523579201935
KEN,0.06920987731401995,0.8619105199516324
BFAM,0.06885975001917033,0.8616686819830713
CCBG,0.06882089285168735,0.8614268440145103
HR,0.06842024091957644,0.8611850060459492
ISR,0.06794871794871793,0.8609431680773881
CTAS,0.06788606788606777,0.8607013301088271
FTS,0.06778673933586798,0.8604594921402661
FRGI,0.06774441878367976,0.8602176541717049
NHC,0.06769929229536653,0.8599758162031439
MA,0.0673975484445164,0.8597339782345829
PAC,0.06737266767523953,0.8594921402660217
KO,0.06716263690845214,0.8592503022974607
ERI,0.06702523789822079,0.8590084643288997
IESC,0.06678180771445019,0.8587666263603386
V,0.06662439703615286,0.8585247883917775
TCP,0.06628407460545183,0.8582829504232165
SNN,0.06627101879327402,0.8580411124546554
CSII,0.06611570247933884,0.8577992744860943
AZO,0.06593406593406592,0.8575574365175332
MTSI,0.06578947368421062,0.8573155985489722
EFX,0.06572181723509507,0.8570737605804111
HRS,0.06556682870644837,0.85683192261185
LLL,0.06546569098307686,0.856590084643289
SYNC,0.065359477124183,0.856348246674728
BDR,0.06508875739644959,0.8561064087061668
CPTA,0.06496767892852162,0.8558645707376058
CHE,0.06481935388989668,0.8556227327690448
ABM,0.064404061998931,0.8553808948004836
XEL,0.06437768240343344,0.8551390568319226
IRWD,0.06426484907497576,0.8548972188633616
MSCI,0.06407079004481009,0.8546553808948005
SAM,0.06398842294019569,0.8544135429262394
CIO,0.06392294220665495,0.8541717049576784
AEP,0.06388549692819279,0.8539298669891173
DIN,0.06373327285098651,0.8536880290205562
ZNGA,0.06357388316151202,0.8534461910519952
CPT,0.06341268253650711,0.8532043530834341
AJG,0.06336032045080353,0.8529625151148731
KOP,0.06334332833583223,0.852720677146312
CSV,0.06323478732479493,0.8524788391777509
RE,0.06292256990452905,0.8522370012091899
ETR,0.06292235976947458,0.8519951632406287
COST,0.06277578542035078,0.8517533252720677
RCI,0.06275787360807983,0.8515114873035067
RBCN,0.06274509803921569,0.8512696493349455
GGB,0.06272977941176472,0.8510278113663845
IDA,0.06271741354614302,0.8507859733978235
FONR,0.0625315179021686,0.8505441354292624
CERN,0.062490810174974154,0.8503022974607013
PCSB,0.0624205454720268,0.8500604594921403
STAG,0.0622311324161029,0.8498186215235792
PAYC,0.062192882314984876,0.8495767835550181
L,0.062178282539423035,0.8493349455864571
PAYX,0.062120736364764895,0.849093107617896
ALE,0.06206322211017978,0.848851269649335
PRAA,0.061892767182439856,0.8486094316807739
