tick,return,pecentile
HLIT,0.25287356321839094,0.8689197725837018
AXP,0.2520817530816215,0.868603916614024
ENB,0.2517846729272659,0.8682880606443462
PNM,0.25171413081608573,0.8679722046746684
CSWC,0.25058169850356316,0.8676563487049905
BFAM,0.2505660377358492,0.8673404927353127
GTY,0.25019626314963106,0.8670246367656349
OMP,0.24893828282949126,0.866708780795957
POST,0.2489190136730164,0.8663929248262792
VER,0.24768538929547668,0.8660770688566014
CSGP,0.24767831729261647,0.8657612128869235
MEDP,0.2472588946072949,0.8654453569172458
NEE,0.24702090559433976,0.8651295009475679
NWPX,0.24658203125,0.86481364497789
CCI,0.24620683461042048,0.8644977890082123
JBT,0.24588131522408108,0.8641819330385344
ADUS,0.24557405784399666,0.8638660770688567
CDXC,0.24438202247191,0.8635502210991788
ABM,0.244172610272144,0.8632343651295009
DKL,0.243818251549222,0.8629185091598232
NEWT,0.2435540797589857,0.8626026531901453
DG,0.24341814423318398,0.8622867972204674
LLL,0.24312725593889017,0.8619709412507897
CDW,0.24255796872107527,0.8616550852811118
MTG,0.2424242424242422,0.861339229311434
NUAN,0.24125874125874125,0.8610233733417562
WMT,0.24109096688223564,0.8607075173720783
COO,0.23981737663071878,0.8603916614024005
BPL,0.23941309432671987,0.8600758054327227
AVB,0.23915622451249363,0.8597599494630449
DOC,0.23799027728007238,0.859444093493367
BCRX,0.23785594639866003,0.8591282375236892
FDUS,0.2370757787075779,0.8588123815540114
PETQ,0.23701159295835117,0.8584965255843335
ABT,0.23664127120912393,0.8581806696146557
OAK,0.23653340636670106,0.8578648136449779
FLT,0.23627771719374757,0.8575489576753
EVTC,0.2358470932575265,0.8572331017056223
FTS,0.23575558619048098,0.8569172457359444
MFIN,0.23508771929824568,0.8566013897662665
LTRX,0.2350746268656716,0.8562855337965888
ESE,0.2347713252937602,0.8559696778269109
OGS,0.2343073578047381,0.8556538218572332
PLG,0.23287671232876717,0.8553379658875553
MTD,0.23254052937734482,0.8550221099178774
ERIC,0.23197734294541728,0.8547062539481997
CTEK,0.2315789473684211,0.8543903979785218
LIND,0.2313546423135464,0.8540745420088439
KBR,0.22954256990612087,0.8537586860391662
ACNB,0.22893343492956642,0.8534428300694883
CSII,0.2268041237113403,0.8531269740998105
KWR,0.22670153447701424,0.8528111181301327
OCC,0.22666666666666657,0.8524952621604548
LAMR,0.2261488292028606,0.852179406190777
CPL,0.2257795680255572,0.8518635502210992
KMI,0.22577449132473038,0.8515476942514214
EGP,0.22559492147646898,0.8512318382817435
MAA,0.22525868129687865,0.8509159823120657
DNBF,0.22524878961362904,0.8506001263423879
GIS,0.22411442717900965,0.85028427037271
FMX,0.22111549345990156,0.8499684144030322
OBAS,0.22093023255813948,0.8496525584333544
GOOD,0.22089576064399874,0.8493367024636765
BASI,0.22085889570552153,0.8490208464939988
XRAY,0.21952585695049076,0.8487049905243209
DENN,0.21898263027295273,0.848389134554643
CRBP,0.21818181818181825,0.8480732785849653
AAN,0.21793914982634277,0.8477574226152874
V,0.2178894981523425,0.8474415666456097
KEYS,0.21750489875898116,0.8471257106759318
NEPT,0.21671826625387003,0.8468098547062539
PLD,0.21657141838650995,0.8464939987365762
ATR,0.21559497373415848,0.8461781427668983
EQIX,0.21533635093772197,0.8458622867972204
NRE,0.21530511458795587,0.8455464308275427
CSX,0.21529483981512865,0.8452305748578648
CACI,0.2147594861069615,0.844914718888187
XRX,0.21459633200983164,0.8445988629185092
FRD,0.21380809644586463,0.8442830069488313
LGIH,0.21316669600422467,0.8439671509791535
CEQP,0.21302340551794896,0.8436512950094757
NTEC,0.21176470588235308,0.8433354390397979
ESPR,0.21171062182434075,0.84301958307012
COST,0.2116992999503442,0.8427037271004422
POOL,0.2110839872510586,0.8423878711307644
LNT,0.2107571502494361,0.8420720151610865
PMT,0.21021010671904983,0.8417561591914087
ADSK,0.20965683494044263,0.8414403032217309
ITUB,0.20904491798252334,0.841124447252053
HFBC,0.20876832057654715,0.8408085912823753
PRI,0.20861740377625404,0.8404927353126974
CP,0.20848967980596234,0.8401768793430195
MLAB,0.20804932987398783,0.8398610233733418
CNBKA,0.20795520472104023,0.8395451674036639
CPK,0.2073886725226426,0.839229311433986
MCY,0.20704537450426663,0.8389134554643083
INTG,0.20674230769230761,0.8385975994946304
ATAX,0.2059432138132229,0.8382817435249527
QNST,0.20570570570570568,0.8379658875552748
ED,0.20513466870915842,0.8376500315855969
GTLS,0.20469541199938623,0.8373341756159192
RAND,0.20403248846985855,0.8370183196462413
DGLY,0.20399999999999996,0.8367024636765635
DSPG,0.2026315789473685,0.8363866077068857
CLFD,0.20256410256410273,0.8360707517372078
BPOP,0.20235048955763602,0.83575489576753
LPLA,0.20205066078971323,0.8354390397978522
BHP,0.20184135326601305,0.8351231838281743
GWPH,0.20110118847780822,0.8348073278584965
HCA,0.20067854438811206,0.8344914718888187
DUK,0.20009715597950883,0.8341756159191409
PEGI,0.1983656106571141,0.833859759949463
MTLS,0.1981566820276497,0.8335439039797852
HR,0.1976972866260276,0.8332280480101074
HDB,0.19760247486465587,0.8329121920404295
QTS,0.19752269413604084,0.8325963360707518
DEO,0.1974283796672438,0.8322804801010739
MLR,0.1971637328728797,0.831964624131396
LPSN,0.19704016913319244,0.8316487681617183
G,0.19693364267914615,0.8313329121920404
OLP,0.1967166898873558,0.8310170562223625
GSS,0.19595216191352338,0.8307012002526848
FNSR,0.19555555555555548,0.8303853442830069
OOMA,0.19520000000000004,0.8300694883133292
AZPN,0.1950310559006212,0.8297536323436513
PAC,0.1939500903548801,0.8294377763739734
CELG,0.19373111782477337,0.8291219204042957
CDXS,0.1936305732484076,0.8288060644346178
AIN,0.19326038701078496,0.82849020846494
DNLI,0.19281991893456873,0.8281743524952622
GDI,0.19273837801153726,0.8278584965255843
PDLI,0.19199999999999995,0.8275426405559065
FSV,0.19009181925222896,0.8272267845862287
KOF,0.18985126859142598,0.8269109286165508
MMC,0.18794710600476905,0.826595072646873
CCR,0.18786241062883513,0.8262792166771952
NAII,0.18785046728971988,0.8259633607075174
PFE,0.18760708166761852,0.8256475047378395
PEGA,0.18757976187874004,0.8253316487681617
HABT,0.18686868686868685,0.8250157927984839
CTAS,0.185687670185831,0.824699936828806
IPHI,0.18519585253456228,0.8243840808591283
NCTY,0.18518518518518512,0.8240682248894504
CHEF,0.18512110726643605,0.8237523689197725
DECK,0.18505603985056052,0.8234365129500948
FDC,0.184981684981685,0.8231206569804169
CHKP,0.18455668239783107,0.822804801010739
JEC,0.1844057652394735,0.8224889450410613
ATXI,0.1841432225063937,0.8221730890713834
JCAP,0.18403036208375712,0.8218572331017057
EPR,0.1838246643000463,0.8215413771320278
ATO,0.18327266335795578,0.8212255211623499
ADP,0.18233315501359382,0.8209096651926722
CREE,0.1817620419925896,0.8205938092229943
ARE,0.18149036500399762,0.8202779532533165
BXMT,0.18130727824958326,0.8199620972836387
HTGC,0.18122062409442696,0.8196462413139608
AVAV,0.18068535825545173,0.819330385344283
CLX,0.1805695250203172,0.8190145293746052
IFRX,0.18039336201598033,0.8186986734049273
CMI,0.18018861663926145,0.8183828174352495
ADES,0.18009780990856905,0.8180669614655717
AJX,0.17919526285874277,0.8177511054958939
ORCL,0.17883544415030905,0.817435249526216
HALL,0.17878192534381143,0.8171193935565382
AFL,0.17876630486635792,0.8168035375868604
ESLT,0.17828969738184286,0.8164876816171825
MGEE,0.1782270637919987,0.8161718256475048
DIN,0.17726409551938382,0.8158559696778269
D,0.17674811158852033,0.815540113708149
ACRE,0.17644294408371386,0.8152242577384713
DLA,0.1763745236799128,0.8149084017687934
MMAC,0.1763401109057301,0.8145925457991156
CPTA,0.17621227444509513,0.8142766898294378
NI,0.1760038420580068,0.8139608338597599
GLPI,0.17578090768714727,0.8136449778900822
DXCM,0.17518103362761628,0.8133291219204043
FWONA,0.17444409646100856,0.8130132659507264
NSP,0.17421854962727745,0.8126974099810487
FLY,0.17347670250896075,0.8123815540113708
CPT,0.1733917356020367,0.812065698041693
AHH,0.17079791413672396,0.8117498420720152
PEG,0.17053128957118524,0.8114339861023373
EVA,0.16998355942255294,0.8111181301326595
HRB,0.16988986211083157,0.8108022741629817
CROX,0.16972236773179672,0.8104864181933038
NWN,0.16935544685364956,0.810170562223626
BSX,0.16823308270676685,0.8098547062539482
CNP,0.16797295220531727,0.8095388502842704
JCI,0.16749646824104958,0.8092229943145925
PRFT,0.16746411483253576,0.8089071383449147
PI,0.16744402985074625,0.8085912823752369
KIM,0.16741634382881365,0.808275426405559
AME,0.16685187037476013,0.8079595704358813
EGHT,0.1665822784810127,0.8076437144662034
INTU,0.16653901388224024,0.8073278584965256
CNI,0.16598399790927454,0.8070120025268478
PROV,0.16527700784016486,0.8066961465571699
GIB,0.164745437079731,0.806380290587492
IDA,0.16436332934573605,0.8060644346178143
NTWK,0.16315789473684195,0.8057485786481364
HON,0.16308551783412106,0.8054327226784587
HURN,0.16212303980699638,0.8051168667087808
IDT,0.1620795107033639,0.8048010107391029
CALA,0.1618090452261307,0.8044851547694252
CHRS,0.1615853658536588,0.8041692987997473
DORM,0.16124052764524266,0.8038534428300695
BRC,0.16118350913720225,0.8035375868603917
CIX,0.1606391990758569,0.8032217308907138
MTRN,0.1604423435913671,0.802905874921036
FMC,0.1599755192229737,0.8025900189513582
CELC,0.1599602583209141,0.8022741629816803
CORR,0.1598336512158276,0.8019583070120025
ALLY,0.15980189329822592,0.8016424510423247
BAM,0.159563212523818,0.8013265950726469
